,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
835,EID_8210,0,44.0,3,1,Springfield,IT,Analytical,19.0,3,32,1,3,8.0,type2,1.0,3,0.7516,0.7075,2.0,2,8,3
837,EID_23887,0,22.0,3,1,Franklin,IT,Directive,3.0,3,74,1,2,8.0,type4,1.0,3,-1.8176,-0.4537,2.0,4,8,4
841,EID_3690,1,54.0,3,1,Lebanon,IT,Analytical,22.0,4,24,0,3,8.0,type2,1.0,3,-0.1048,-0.4537,1.0,2,7,4
844,EID_14318,1,34.0,1,1,Springfield,IT,Analytical,8.0,4,69,1,4,8.0,type2,4.0,4,0.7516,-0.4537,,3,6,4
845,EID_19381,1,19.0,3,1,Springfield,IT,Directive,0.0,0,46,1,3,8.0,type3,4.0,4,1.6081,0.7075,2.0,4,9,5
846,EID_19092,0,20.0,3,1,Lebanon,IT,Analytical,1.0,1,35,1,3,8.0,type3,2.0,4,-0.1048,-0.4537,2.0,3,8,3
848,EID_8459,0,44.0,1,1,Springfield,IT,Behavioral,19.0,3,61,0,2,10.0,type2,1.0,4,0.7516,0.7075,2.0,3,7,5
849,EID_8953,0,43.0,3,1,Washington,IT,Directive,6.0,1,29,1,2,9.0,type2,3.0,4,-0.9612,-0.4537,2.0,1,7,3
852,EID_17235,0,21.0,5,0,Franklin,IT,Directive,2.0,2,54,1,3,7.0,type2,1.0,5,0.7516,-0.4537,1.0,2,7,3
853,EID_21615,0,42.0,3,1,Clinton,IT,Analytical,5.0,3,70,1,5,8.0,type2,4.0,3,,0.7075,1.0,1,6,4
857,EID_11798,0,36.0,3,1,Springfield,IT,Conceptual,8.0,3,56,2,2,8.0,type2,3.0,3,-0.9612,0.7075,3.0,3,8,2
858,EID_20265,1,,3,0,Springfield,IT,Behavioral,11.0,1,64,1,5,8.0,type3,2.0,3,-0.1048,-0.4537,2.0,4,5,3
859,EID_3506,1,50.0,5,0,Washington,IT,Analytical,14.0,2,55,1,2,8.0,type3,3.0,2,0.7516,-0.4537,2.0,5,6,3
860,EID_25849,0,45.0,1,0,Lebanon,IT,Analytical,23.0,4,65,1,4,8.0,type2,3.0,2,-0.9612,0.7075,3.0,3,6,3
864,EID_2098,0,54.0,3,1,Washington,IT,Conceptual,22.0,3,24,1,4,8.0,type3,2.0,4,-0.1048,-1.615,1.0,2,8,3
865,EID_15223,0,24.0,1,1,Franklin,IT,Conceptual,5.0,3,52,0,5,9.0,type3,,3,-0.9612,-0.4537,2.0,4,6,3
866,EID_6266,1,48.0,3,1,Lebanon,IT,Behavioral,9.0,1,53,1,3,8.0,type2,2.0,3,-0.9612,0.7075,1.0,3,5,3
867,EID_12641,1,33.0,1,0,Lebanon,IT,Directive,4.0,3,54,1,2,9.0,type2,2.0,3,,-0.4537,,2,9,5
875,EID_14897,1,32.0,1,0,Franklin,IT,Analytical,8.0,2,37,1,3,8.0,type2,2.0,3,0.7516,-0.4537,2.0,3,5,4
877,EID_2324,0,54.0,5,0,Springfield,IT,Analytical,29.0,4,61,1,2,8.0,type2,3.0,1,-1.8176,0.7075,2.0,2,8,3
883,EID_5178,0,65.0,3,1,Lebanon,IT,Behavioral,37.0,4,43,1,3,8.0,type2,3.0,3,-0.1048,0.7075,2.0,3,7,3
885,EID_16392,1,22.0,1,1,Lebanon,IT,Directive,3.0,1,26,1,2,8.0,type2,2.0,3,0.7516,-1.615,2.0,5,8,5
886,EID_17622,1,,3,0,Springfield,IT,Analytical,6.0,3,35,1,2,7.0,type3,1.0,1,-1.8176,1.8688,2.0,2,8,4
888,EID_3598,0,52.0,4,1,Springfield,IT,Analytical,18.0,3,59,2,2,8.0,type2,2.0,5,-1.8176,0.7075,2.0,3,8,1
889,EID_3417,1,55.0,3,0,Lebanon,IT,Directive,27.0,2,21,2,4,10.0,type2,4.0,4,0.7516,1.8688,3.0,3,6,3
890,EID_24668,1,35.0,3,0,Franklin,IT,Analytical,7.0,2,55,1,5,10.0,type2,1.0,4,-0.1048,1.8688,1.0,2,9,4
893,EID_15949,1,26.0,3,1,Washington,IT,Conceptual,3.0,1,24,1,2,8.0,type3,2.0,2,-0.1048,0.7075,2.0,3,7,4
894,EID_6682,1,43.0,3,0,Lebanon,IT,Analytical,14.0,1,48,1,5,8.0,type2,1.0,3,-0.1048,1.8688,2.0,1,7,5
900,EID_3032,1,61.0,3,0,Washington,IT,Analytical,35.0,3,31,1,3,8.0,type2,3.0,2,-0.1048,-1.615,2.0,2,6,1
902,EID_19343,1,21.0,3,1,Lebanon,IT,Behavioral,2.0,2,24,1,2,7.0,type2,4.0,1,0.7516,0.7075,2.0,2,8,2
903,EID_21635,0,,2,0,Franklin,IT,Behavioral,14.0,4,57,1,1,8.0,type2,4.0,3,-0.1048,1.8688,1.0,3,7,4
904,EID_1997,1,,2,1,Lebanon,IT,Analytical,20.0,4,59,0,3,8.0,type2,2.0,3,-0.9612,-0.4537,2.0,4,9,2
907,EID_17562,0,25.0,4,1,Clinton,IT,Analytical,6.0,4,32,2,5,8.0,type1,4.0,3,1.6081,0.7075,2.0,3,5,4
908,EID_19572,0,27.0,3,1,Lebanon,IT,Analytical,4.0,2,49,1,3,8.0,type2,1.0,3,0.7516,-0.4537,3.0,4,7,3
911,EID_19630,1,37.0,3,0,Lebanon,IT,Analytical,8.0,3,61,1,4,8.0,type2,1.0,1,0.7516,-0.4537,2.0,3,8,4
914,EID_11571,0,41.0,3,0,Washington,IT,Directive,7.0,1,48,1,3,9.0,type1,1.0,3,0.7516,-0.4537,2.0,1,7,4
916,EID_8845,1,39.0,3,1,Lebanon,IT,Directive,15.0,4,56,1,3,9.0,type2,2.0,4,-0.1048,0.7075,2.0,2,7,4
917,EID_20695,1,52.0,3,0,Lebanon,IT,Analytical,22.0,4,61,1,1,7.0,type3,2.0,3,,0.7075,1.0,3,8,1
922,EID_12838,0,38.0,3,1,Washington,Logistics,Directive,12.0,1,65,1,1,8.0,type3,1.0,3,-1.8176,-0.4537,,2,7,3
923,EID_24653,1,31.0,4,0,Lebanon,Logistics,Analytical,5.0,2,61,1,3,10.0,type2,2.0,3,0.7516,1.8688,2.0,3,7,1
925,EID_5521,1,62.0,3,1,Lebanon,Logistics,Analytical,31.0,4,54,1,2,9.0,type2,3.0,3,-0.1048,-0.4537,2.0,2,6,3
926,EID_21155,0,27.0,3,1,Lebanon,Logistics,Analytical,3.0,2,48,0,3,7.0,type2,5.0,5,0.7516,0.7075,1.0,3,9,3
928,EID_18108,1,24.0,4,1,Franklin,Logistics,Behavioral,5.0,3,39,0,2,10.0,type2,4.0,3,1.6081,-0.4537,2.0,2,7,3
929,EID_22137,0,31.0,4,1,Washington,Logistics,Behavioral,4.0,1,58,1,1,8.0,type0,2.0,3,,-0.4537,1.0,3,8,3
932,EID_4379,1,52.0,3,1,Clinton,Logistics,Directive,28.0,4,43,0,1,7.0,type2,4.0,3,0.7516,-0.4537,2.0,4,8,4
935,EID_7758,0,50.0,4,1,Springfield,Logistics,Directive,16.0,1,54,1,1,7.0,type2,2.0,3,0.7516,0.7075,2.0,2,7,3
938,EID_12355,1,30.0,5,1,Lebanon,Logistics,Behavioral,6.0,4,44,0,2,8.0,type2,3.0,1,,1.8688,2.0,4,9,4
940,EID_9692,1,41.0,5,1,Springfield,Logistics,Analytical,16.0,4,21,1,3,8.0,type3,5.0,4,0.7516,-0.4537,,4,6,3
946,EID_13218,0,28.0,3,0,Washington,Logistics,Analytical,6.0,1,21,1,1,7.0,type3,4.0,3,0.7516,0.7075,2.0,1,6,4
949,EID_19529,0,60.0,1,1,Lebanon,Logistics,Analytical,21.0,4,38,1,3,8.0,type2,1.0,3,0.7516,0.7075,3.0,2,7,3
954,EID_16147,1,26.0,3,1,Clinton,Logistics,Analytical,4.0,4,44,1,4,9.0,type2,1.0,2,-1.8176,1.8688,2.0,3,7,4
956,EID_7752,1,50.0,4,1,Franklin,Logistics,Directive,25.0,3,38,0,3,7.0,type2,2.0,2,0.7516,-0.4537,2.0,3,5,5
957,EID_3033,0,56.0,3,1,Springfield,Logistics,Directive,30.0,1,58,0,3,7.0,type1,5.0,4,0.7516,0.7075,3.0,3,8,3
958,EID_23727,1,42.0,4,1,Clinton,Logistics,Conceptual,13.0,1,39,0,3,8.0,type2,1.0,3,,-0.4537,3.0,2,8,3
959,EID_16021,1,26.0,4,0,Clinton,Logistics,Analytical,3.0,1,71,0,1,7.0,type2,1.0,3,0.7516,1.8688,3.0,2,7,3
963,EID_19951,1,54.0,3,1,Franklin,Logistics,Directive,17.0,3,33,1,5,10.0,type2,2.0,2,0.7516,1.8688,2.0,3,7,3
964,EID_2961,0,56.0,3,1,Franklin,Logistics,Analytical,24.0,4,40,1,3,7.0,type2,4.0,3,-0.9612,0.7075,2.0,4,6,3
966,EID_16556,1,25.0,4,0,Lebanon,Logistics,Analytical,6.0,1,51,0,3,8.0,type3,3.0,3,1.6081,-2.7762,2.0,2,8,3
968,EID_1171,1,61.0,3,1,Washington,Logistics,Directive,31.0,4,67,1,1,7.0,type2,2.0,3,0.7516,-0.4537,2.0,3,5,5
969,EID_20674,0,54.0,2,1,Lebanon,Logistics,Behavioral,20.0,2,68,1,3,8.0,type3,2.0,3,0.7516,-0.4537,2.0,4,6,3
971,EID_2538,1,62.0,2,0,Springfield,Logistics,Analytical,26.0,1,71,1,3,8.0,type3,1.0,5,-0.1048,0.7075,3.0,3,5,4
972,EID_13110,0,,1,1,Franklin,Logistics,Behavioral,4.0,1,23,1,1,8.0,type2,3.0,2,-0.1048,-0.4537,2.0,3,8,3
974,EID_16849,0,22.0,3,0,Washington,Logistics,Analytical,3.0,3,60,1,3,7.0,type3,3.0,4,-0.9612,-1.615,2.0,4,6,3
976,EID_25542,1,26.0,2,0,Franklin,Logistics,Directive,2.0,2,26,0,4,7.0,type3,1.0,3,0.7516,1.8688,2.0,2,8,5
977,EID_11582,0,32.0,3,1,Springfield,Logistics,Directive,9.0,4,50,0,2,8.0,type2,1.0,4,-1.8176,-0.4537,1.0,3,7,2
978,EID_24121,1,42.0,3,1,Springfield,Logistics,Analytical,9.0,1,30,2,2,7.0,type2,4.0,5,0.7516,-0.4537,2.0,3,8,3
979,EID_19753,1,28.0,4,1,Springfield,Logistics,Conceptual,5.0,3,23,1,3,9.0,type2,,4,-0.9612,-0.4537,2.0,1,8,2
980,EID_15815,0,24.0,4,1,Springfield,Logistics,Directive,5.0,1,40,1,1,8.0,type2,2.0,3,-0.9612,1.8688,1.0,3,7,4
986,EID_20845,1,31.0,3,0,Springfield,Logistics,Behavioral,5.0,2,53,0,4,7.0,type2,4.0,3,0.7516,0.7075,2.0,3,9,3
988,EID_9308,1,42.0,5,0,Lebanon,Logistics,Behavioral,,2,73,1,3,9.0,type2,1.0,3,-0.1048,-1.615,3.0,2,8,1
990,EID_16069,1,26.0,4,1,Lebanon,Logistics,Behavioral,4.0,4,35,2,5,7.0,type3,4.0,3,-0.9612,-0.4537,2.0,4,9,3
991,EID_18276,1,24.0,3,1,Lebanon,Logistics,Analytical,5.0,1,32,1,3,8.0,type2,2.0,4,0.7516,0.7075,2.0,2,7,3
992,EID_19506,1,42.0,3,1,Franklin,Logistics,Directive,10.0,3,67,0,3,9.0,type3,1.0,3,-1.8176,-0.4537,3.0,2,7,3
995,EID_15016,1,24.0,3,1,Franklin,Logistics,Behavioral,5.0,1,50,0,3,9.0,type2,3.0,5,-0.9612,0.7075,,3,6,3
998,EID_16283,0,23.0,1,1,Franklin,Logistics,Directive,4.0,3,27,0,3,8.0,type2,2.0,3,0.7516,0.7075,2.0,1,8,3
999,EID_5107,1,51.0,5,1,Lebanon,Logistics,Analytical,27.0,2,66,1,3,8.0,type3,1.0,3,-1.8176,0.7075,2.0,4,8,5
1000,EID_19145,1,21.0,3,0,Franklin,Logistics,Directive,,2,66,1,5,8.0,type3,3.0,3,0.7516,-0.4537,2.0,3,8,4
1004,EID_5560,1,,2,1,Lebanon,Logistics,Conceptual,18.0,1,42,1,2,8.0,type4,1.0,3,0.7516,-1.615,,2,8,3
1005,EID_17356,1,22.0,4,0,Lebanon,Logistics,Behavioral,3.0,1,49,2,4,8.0,type3,3.0,3,0.7516,0.7075,1.0,3,7,4
1006,EID_16224,0,26.0,1,1,Franklin,Logistics,Behavioral,4.0,2,74,1,5,9.0,type2,2.0,4,0.7516,-0.4537,3.0,2,8,3
1007,EID_23370,1,42.0,1,0,Clinton,Logistics,Conceptual,19.0,1,70,1,2,8.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,7,3
1008,EID_8830,1,39.0,1,0,Lebanon,Logistics,Analytical,15.0,1,41,1,1,7.0,type3,1.0,3,-0.1048,0.7075,2.0,3,5,3
1009,EID_22604,1,60.0,4,0,Springfield,Logistics,Conceptual,23.0,3,65,1,3,9.0,type2,3.0,3,-0.1048,0.7075,3.0,4,6,2
1016,EID_5746,0,62.0,4,0,Springfield,Logistics,Conceptual,34.0,2,35,0,1,7.0,type4,1.0,3,,0.7075,,3,9,4
1019,EID_4161,1,49.0,5,1,Springfield,Logistics,Analytical,11.0,1,46,1,5,7.0,type2,1.0,3,-0.1048,0.7075,1.0,3,7,3
1020,EID_7371,0,51.0,3,1,Washington,Logistics,Conceptual,12.0,4,28,0,1,9.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,8,3
1022,EID_13300,1,36.0,4,1,Springfield,Logistics,Conceptual,12.0,1,58,0,1,7.0,type2,1.0,4,-1.8176,0.7075,,4,8,4
1024,EID_13681,1,30.0,2,0,Washington,Logistics,Directive,7.0,3,66,0,5,8.0,type2,4.0,3,1.6081,0.7075,2.0,4,7,3
1026,EID_19714,1,35.0,4,0,Clinton,Logistics,Directive,9.0,4,30,0,4,9.0,type3,2.0,3,0.7516,-2.7762,2.0,4,6,4
1027,EID_1340,0,57.0,3,0,Lebanon,Logistics,Behavioral,30.0,4,20,2,4,7.0,type2,1.0,3,1.6081,0.7075,2.0,5,6,3
1029,EID_13755,1,35.0,5,1,Springfield,Logistics,Directive,6.0,1,42,1,3,9.0,type2,2.0,3,0.7516,-0.4537,2.0,2,9,3
1031,EID_2399,1,53.0,1,1,Lebanon,Logistics,Conceptual,27.0,4,42,1,2,7.0,type2,5.0,5,0.7516,1.8688,2.0,3,8,3
1032,EID_23917,1,32.0,3,0,Washington,Logistics,Directive,8.0,4,57,1,4,10.0,type1,3.0,3,-0.1048,0.7075,2.0,3,8,3
1034,EID_9525,0,38.0,4,0,Springfield,Logistics,Analytical,16.0,4,36,1,1,10.0,type2,2.0,3,,0.7075,2.0,3,7,3
1035,EID_15856,0,27.0,1,1,Washington,Logistics,Conceptual,4.0,3,47,0,2,7.0,type0,3.0,3,-0.9612,1.8688,2.0,3,7,3
1038,EID_16872,1,24.0,4,1,Springfield,Logistics,Conceptual,5.0,3,38,1,4,9.0,type2,2.0,3,1.6081,-0.4537,2.0,3,7,3
1040,EID_18001,0,22.0,3,1,Franklin,Logistics,Directive,3.0,3,60,1,4,8.0,type2,3.0,5,0.7516,-0.4537,2.0,1,7,2
1042,EID_18312,0,,4,0,Washington,Logistics,Analytical,4.0,1,53,1,3,7.0,type3,3.0,4,-0.1048,-0.4537,,1,5,4
1045,EID_20031,0,52.0,4,0,Washington,Logistics,Directive,18.0,4,36,1,3,7.0,type3,1.0,1,0.7516,1.8688,2.0,4,5,3
1046,EID_11035,1,34.0,5,1,Springfield,Logistics,Conceptual,7.0,1,26,1,2,7.0,type2,3.0,3,0.7516,0.7075,2.0,3,6,2
1047,EID_2937,1,56.0,3,0,Springfield,Logistics,Conceptual,32.0,4,43,2,1,7.0,type2,4.0,4,0.7516,-0.4537,1.0,2,8,4
1049,EID_12554,1,29.0,1,0,Springfield,Logistics,Conceptual,6.0,3,27,0,3,7.0,type2,1.0,1,-0.9612,0.7075,2.0,2,9,3
1050,EID_19581,1,42.0,1,1,Springfield,Logistics,Behavioral,8.0,4,29,0,2,8.0,type2,1.0,2,0.7516,-1.615,2.0,1,8,3
1051,EID_6596,1,53.0,2,0,Franklin,Logistics,Analytical,14.0,4,27,1,3,8.0,type0,3.0,5,1.6081,0.7075,2.0,2,5,2
1052,EID_24287,0,25.0,3,0,Clinton,Logistics,Conceptual,6.0,3,62,1,4,9.0,type2,2.0,3,-0.1048,0.7075,,3,9,3
1054,EID_21419,1,35.0,4,0,Springfield,Logistics,Conceptual,13.0,3,23,0,5,7.0,type2,3.0,3,-1.8176,0.7075,2.0,4,7,3
1057,EID_7984,0,60.0,2,1,Franklin,Logistics,Behavioral,37.0,2,66,1,2,7.0,type3,2.0,5,0.7516,0.7075,,2,6,2
1059,EID_2114,0,63.0,4,0,Springfield,Logistics,Behavioral,24.0,3,65,1,1,8.0,type3,3.0,3,-0.1048,0.7075,2.0,2,8,3
1068,EID_24002,1,54.0,1,0,Lebanon,Logistics,Behavioral,28.0,1,59,1,1,7.0,type3,1.0,3,0.7516,-2.7762,2.0,4,6,3
1070,EID_19335,0,20.0,3,1,Springfield,Logistics,Analytical,1.0,1,31,1,3,7.0,type4,4.0,3,0.7516,-1.615,2.0,2,7,4
1071,EID_10098,1,40.0,2,1,Washington,Logistics,Behavioral,18.0,1,42,1,5,9.0,type3,3.0,4,0.7516,-0.4537,2.0,1,7,2
1078,EID_4299,0,48.0,4,0,Franklin,Logistics,Behavioral,24.0,4,34,0,1,8.0,type3,4.0,3,-0.9612,-0.4537,1.0,3,6,3
1080,EID_21139,1,60.0,3,0,Washington,Logistics,Analytical,30.0,2,68,1,5,7.0,type2,4.0,3,,0.7075,2.0,4,9,5
1081,EID_23456,1,45.0,1,1,Lebanon,Logistics,Analytical,19.0,1,63,1,3,8.0,type2,2.0,3,-0.9612,-1.615,,2,6,2
1083,EID_24277,1,42.0,3,1,Franklin,Logistics,Analytical,6.0,1,68,1,1,7.0,type3,1.0,4,0.7516,-0.4537,2.0,3,8,3
1086,EID_14425,1,29.0,3,0,Franklin,Logistics,Analytical,5.0,3,50,1,3,8.0,type1,1.0,3,0.7516,0.7075,3.0,3,7,3
1087,EID_1947,1,55.0,3,0,Franklin,Logistics,Conceptual,25.0,4,22,0,3,7.0,type3,2.0,3,0.7516,0.7075,2.0,2,8,3
1090,EID_13708,0,30.0,4,0,Washington,Logistics,Directive,6.0,4,57,1,2,9.0,type2,2.0,3,-0.1048,-0.4537,2.0,2,7,3
1091,EID_3485,1,50.0,2,1,Franklin,Logistics,Analytical,25.0,2,28,1,4,7.0,type3,4.0,3,-0.9612,-0.4537,3.0,3,5,3
1092,EID_23372,1,52.0,1,1,Lebanon,Logistics,Directive,26.0,4,44,1,5,8.0,type0,3.0,3,0.7516,-0.4537,2.0,3,6,3
1097,EID_1603,1,65.0,4,1,Lebanon,Logistics,Analytical,42.0,2,68,0,5,8.0,type2,4.0,3,-1.8176,0.7075,1.0,4,8,3
1100,EID_18262,1,22.0,4,1,Lebanon,Logistics,Behavioral,3.0,1,26,1,4,7.0,type3,1.0,2,1.6081,-0.4537,2.0,1,7,1
1101,EID_3232,1,,3,1,Lebanon,Logistics,Conceptual,19.0,4,27,1,3,8.0,type3,2.0,2,0.7516,0.7075,2.0,1,7,3
1104,EID_23787,1,42.0,1,1,Clinton,Logistics,Analytical,3.0,2,54,2,4,8.0,type2,1.0,3,-0.1048,0.7075,2.0,2,8,3
1108,EID_7842,1,50.0,3,1,Springfield,Logistics,Directive,15.0,1,68,1,4,8.0,type3,2.0,3,-1.8176,0.7075,,2,8,3
1109,EID_9872,1,41.0,4,1,Washington,Logistics,Behavioral,11.0,3,47,0,5,10.0,type3,4.0,3,-0.1048,0.7075,2.0,3,8,3
1110,EID_19419,1,26.0,4,1,Springfield,Logistics,Analytical,2.0,2,64,2,3,8.0,type2,2.0,5,-1.8176,-0.4537,2.0,3,7,3
1111,EID_18152,0,21.0,5,1,Franklin,Logistics,Conceptual,2.0,2,63,1,1,8.0,type3,1.0,2,,-0.4537,2.0,3,5,3
1114,EID_22925,1,32.0,4,0,Washington,Logistics,Conceptual,5.0,4,47,1,3,7.0,type4,1.0,3,0.7516,-0.4537,1.0,1,8,4
1115,EID_3804,1,64.0,3,0,Lebanon,Logistics,Conceptual,27.0,2,36,2,3,8.0,type2,1.0,4,-0.1048,-2.7762,2.0,1,8,3
1116,EID_3834,0,59.0,5,0,Washington,Logistics,Directive,20.0,1,45,0,2,10.0,type3,3.0,3,0.7516,0.7075,1.0,3,8,4
1121,EID_11826,1,36.0,1,1,Lebanon,Logistics,Analytical,13.0,3,33,0,4,7.0,type0,2.0,3,,0.7075,1.0,1,9,3
1127,EID_6874,1,43.0,3,1,Washington,Logistics,Analytical,4.0,3,70,1,2,8.0,type2,3.0,3,-1.8176,0.7075,2.0,2,8,3
1130,EID_14673,0,25.0,1,1,Lebanon,Logistics,Behavioral,,1,56,1,5,9.0,type3,4.0,3,0.7516,0.7075,,5,6,3
1132,EID_14132,1,34.0,1,0,Lebanon,Logistics,Directive,7.0,3,30,1,5,8.0,type2,2.0,4,0.7516,-0.4537,2.0,3,8,4
1133,EID_1493,1,56.0,4,0,Springfield,Logistics,Analytical,21.0,3,39,1,3,9.0,type3,3.0,3,-0.1048,-0.4537,3.0,4,5,3
1136,EID_13090,1,37.0,4,1,Franklin,Logistics,Conceptual,10.0,1,21,1,2,8.0,type4,2.0,3,0.7516,-0.4537,1.0,4,6,4
1139,EID_8563,0,48.0,4,1,Springfield,Logistics,Conceptual,9.0,1,67,1,4,8.0,type2,4.0,3,0.7516,-0.4537,2.0,3,8,4
1141,EID_13159,1,,1,1,Washington,Logistics,Analytical,13.0,2,27,0,2,8.0,type1,2.0,2,-0.1048,0.7075,2.0,5,5,2
1142,EID_24082,0,60.0,3,1,Franklin,Logistics,Conceptual,27.0,2,68,0,2,7.0,type2,4.0,3,-0.9612,-0.4537,1.0,3,6,4
1146,EID_14260,0,25.0,4,0,Franklin,Logistics,Behavioral,6.0,4,66,0,3,8.0,type3,2.0,3,0.7516,0.7075,2.0,4,5,3
1148,EID_13106,0,32.0,3,1,Springfield,Logistics,Conceptual,6.0,1,40,1,1,8.0,type2,1.0,1,1.6081,-2.7762,2.0,4,6,4
1153,EID_1949,1,59.0,1,1,Springfield,Logistics,Directive,31.0,3,51,1,1,7.0,type2,4.0,3,-0.9612,0.7075,2.0,3,6,3
1158,EID_19311,0,20.0,4,1,Lebanon,Logistics,Analytical,,1,25,2,2,8.0,type2,1.0,3,-0.1048,0.7075,1.0,3,6,5
1160,EID_1345,0,58.0,3,1,Franklin,Logistics,Conceptual,28.0,3,21,0,1,8.0,type3,1.0,4,0.7516,0.7075,2.0,3,8,3
1161,EID_8707,1,60.0,4,1,Springfield,Logistics,Conceptual,32.0,1,54,0,3,8.0,type2,1.0,3,-1.8176,-1.615,1.0,3,5,3
1167,EID_4386,1,48.0,4,0,Franklin,Logistics,Conceptual,19.0,1,52,1,5,9.0,type2,2.0,3,-0.1048,0.7075,,1,8,3
1170,EID_24380,1,19.0,4,0,Springfield,Logistics,Analytical,0.0,0,51,0,2,8.0,type3,1.0,3,-1.8176,-0.4537,3.0,3,8,5
1171,EID_13597,1,27.0,3,1,Washington,Logistics,Analytical,4.0,4,67,1,4,8.0,type2,1.0,3,0.7516,-0.4537,2.0,2,6,5
1175,EID_24876,0,25.0,1,1,Lebanon,Logistics,Directive,6.0,2,33,1,3,8.0,type3,3.0,3,0.7516,1.8688,2.0,3,8,4
1181,EID_20480,1,35.0,4,0,Lebanon,Logistics,Directive,11.0,3,31,0,4,9.0,type2,3.0,5,-0.1048,0.7075,2.0,4,9,3
1182,EID_12159,1,33.0,5,1,Springfield,Logistics,Analytical,4.0,2,74,1,3,7.0,type2,2.0,3,0.7516,0.7075,2.0,3,8,5
1186,EID_21354,1,27.0,3,1,Franklin,Logistics,Behavioral,5.0,2,72,2,4,10.0,type2,2.0,3,0.7516,0.7075,2.0,3,7,3
1187,EID_7039,1,43.0,3,0,Springfield,Logistics,Analytical,15.0,2,24,1,2,7.0,type3,1.0,4,,-0.4537,1.0,3,8,3
1189,EID_10082,1,45.0,3,0,Springfield,Logistics,Directive,15.0,1,57,2,3,7.0,type2,1.0,3,-0.1048,-0.4537,3.0,3,9,4
1190,EID_14234,0,34.0,4,1,Springfield,Logistics,Directive,11.0,3,41,1,3,7.0,type2,3.0,3,,0.7075,3.0,3,8,4
1191,EID_2679,1,53.0,3,0,Springfield,Logistics,Directive,21.0,4,70,1,4,7.0,type2,2.0,2,-1.8176,-0.4537,2.0,2,9,4
1193,EID_13145,1,32.0,1,0,Lebanon,Logistics,Behavioral,3.0,3,46,1,2,10.0,type2,2.0,1,-1.8176,0.7075,,1,8,5
1197,EID_17626,0,23.0,3,0,Franklin,Logistics,Conceptual,4.0,3,60,1,2,9.0,type2,1.0,2,0.7516,1.8688,2.0,3,6,2
1201,EID_3837,1,59.0,4,1,Clinton,Logistics,Conceptual,34.0,3,67,1,3,9.0,type2,2.0,3,-0.9612,0.7075,2.0,1,8,3
1202,EID_24526,0,45.0,2,1,Lebanon,Logistics,Behavioral,7.0,4,66,1,4,8.0,type3,1.0,3,0.7516,0.7075,2.0,3,5,1
1203,EID_8916,1,48.0,3,1,Washington,Logistics,Conceptual,26.0,4,26,1,4,9.0,type2,1.0,4,0.7516,-0.4537,,5,8,3
1204,EID_8926,0,43.0,3,1,Clinton,Logistics,Behavioral,17.0,2,22,1,3,8.0,type2,1.0,4,0.7516,-0.4537,2.0,2,7,3
1205,EID_3170,1,60.0,1,1,Lebanon,Logistics,Directive,35.0,3,48,2,4,7.0,type2,3.0,3,-0.1048,-0.4537,2.0,4,8,4
1210,EID_23137,0,60.0,2,1,Springfield,Logistics,Analytical,34.0,3,34,1,1,7.0,type4,4.0,3,,-0.4537,2.0,4,5,3
1216,EID_7820,0,41.0,4,1,Lebanon,Logistics,Analytical,7.0,4,59,2,3,8.0,type3,1.0,3,-0.9612,-2.7762,,3,8,3
1222,EID_21026,1,45.0,4,1,Franklin,Logistics,Behavioral,21.0,4,72,1,4,10.0,type2,1.0,4,-0.9612,0.7075,2.0,4,8,4
1227,EID_23957,0,28.0,4,1,Franklin,Logistics,Behavioral,6.0,4,31,1,3,7.0,type2,1.0,3,,1.8688,1.0,2,6,4
1228,EID_24638,1,42.0,4,1,Lebanon,Logistics,Directive,19.0,1,72,2,2,10.0,type2,3.0,3,-0.9612,-0.4537,2.0,3,9,3
1229,EID_3633,1,50.0,2,1,Lebanon,Logistics,Conceptual,26.0,3,49,1,5,10.0,type4,3.0,1,0.7516,1.8688,2.0,4,9,3
1230,EID_21727,1,30.0,5,1,Franklin,Logistics,Directive,6.0,4,38,1,3,9.0,type1,3.0,4,0.7516,-0.4537,2.0,2,8,4
1239,EID_23926,0,32.0,1,1,Washington,Logistics,Analytical,9.0,2,23,0,4,8.0,type2,1.0,4,0.7516,0.7075,3.0,3,5,3
1241,EID_9409,1,60.0,4,1,Springfield,Logistics,Behavioral,23.0,3,64,0,1,8.0,type2,3.0,2,,-0.4537,3.0,2,9,3
1242,EID_7172,0,51.0,3,1,Washington,Logistics,Conceptual,14.0,4,21,0,3,10.0,type0,4.0,3,0.7516,-0.4537,2.0,3,8,1
1243,EID_7230,0,50.0,3,1,Lebanon,Logistics,Conceptual,26.0,2,42,0,3,7.0,type2,3.0,3,0.7516,0.7075,2.0,1,8,4
1248,EID_1623,0,56.0,4,0,Lebanon,Logistics,Behavioral,24.0,3,64,1,2,9.0,type2,1.0,2,0.7516,0.7075,2.0,3,7,3
