,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
794,EID_12554,1,29.0,1,0,Springfield,Logistics,Conceptual,6.0,3,27,0,3,7.0,type2,1.0,1,-0.9612,0.7075,2.0,2,9,3
795,EID_1162,1,61.0,4,1,Washington,IT,Conceptual,26.0,4,66,0,2,8.0,type3,4.0,4,0.7516,-0.4537,2.0,3,8,5
796,EID_19581,1,42.0,1,1,Springfield,Logistics,Behavioral,8.0,4,29,0,2,8.0,type2,1.0,2,0.7516,-1.615,2.0,1,8,3
798,EID_25149,1,19.0,4,0,Springfield,Human Resource Management,Directive,0.0,0,70,1,1,8.0,type3,3.0,5,-0.1048,0.7075,3.0,4,6,1
800,EID_2265,1,58.0,3,0,Lebanon,IT,Analytical,21.0,4,41,1,3,7.0,type2,2.0,3,0.7516,-0.4537,2.0,2,9,3
801,EID_19668,1,32.0,5,1,Springfield,Operarions,Behavioral,3.0,3,29,1,3,10.0,type2,2.0,4,-0.1048,-0.4537,3.0,2,5,3
802,EID_19245,1,20.0,3,0,Washington,Purchasing,Conceptual,1.0,1,63,1,3,9.0,type2,1.0,3,-0.1048,-0.4537,2.0,4,8,5
803,EID_8194,1,65.0,4,1,Springfield,Sales,Behavioral,40.0,4,47,1,4,8.0,type3,3.0,5,0.7516,0.7075,2.0,3,5,4
806,EID_7992,0,41.0,2,0,Springfield,IT,Behavioral,13.0,4,31,1,3,7.0,type3,3.0,5,0.7516,-0.4537,2.0,3,8,2
807,EID_6596,1,53.0,2,0,Franklin,Logistics,Analytical,14.0,4,27,1,3,8.0,type0,3.0,5,1.6081,0.7075,2.0,2,5,2
810,EID_1847,1,59.0,4,1,Franklin,R&D,Behavioral,36.0,4,51,0,3,8.0,type2,1.0,3,-1.8176,-0.4537,1.0,1,7,4
813,EID_24287,0,25.0,3,0,Clinton,Logistics,Conceptual,6.0,3,62,1,4,9.0,type2,2.0,3,-0.1048,0.7075,,3,9,3
814,EID_3527,0,64.0,3,1,Franklin,Operarions,Behavioral,41.0,1,24,0,5,9.0,type2,5.0,3,1.6081,0.7075,,3,9,5
817,EID_21419,1,35.0,4,0,Springfield,Logistics,Conceptual,13.0,3,23,0,5,7.0,type2,3.0,3,-1.8176,0.7075,2.0,4,7,3
818,EID_12865,1,37.0,4,1,Franklin,R&D,Behavioral,13.0,1,72,0,4,7.0,type3,3.0,4,-0.9612,-0.4537,2.0,2,8,3
820,EID_20408,0,19.0,5,0,Franklin,IT,Behavioral,0.0,0,65,1,4,9.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,6,2
827,EID_1979,0,59.0,4,0,Lebanon,Sales,Directive,35.0,2,39,1,3,8.0,type3,4.0,3,-0.9612,0.7075,2.0,3,8,3
829,EID_4773,1,52.0,4,1,Lebanon,Human Resource Management,Directive,13.0,2,64,1,3,8.0,type2,1.0,3,-0.1048,-1.615,,2,6,4
832,EID_24028,0,54.0,4,1,Springfield,IT,Behavioral,27.0,2,22,0,2,8.0,type2,1.0,4,0.7516,-0.4537,2.0,2,8,2
835,EID_4079,1,49.0,5,1,Lebanon,IT,Behavioral,17.0,3,22,1,3,7.0,type2,4.0,3,-0.1048,0.7075,1.0,4,6,3
839,EID_7984,0,60.0,2,1,Franklin,Logistics,Behavioral,37.0,2,66,1,2,7.0,type3,2.0,5,0.7516,0.7075,,2,6,2
840,EID_25148,0,54.0,3,0,Washington,Sales,Conceptual,26.0,4,70,2,3,7.0,type2,4.0,3,-0.1048,1.8688,1.0,4,6,3
842,EID_6909,0,,4,1,Springfield,IT,Analytical,23.0,3,36,0,3,9.0,type2,2.0,4,-0.1048,0.7075,2.0,3,8,3
843,EID_10582,1,44.0,3,1,Springfield,Purchasing,Behavioral,9.0,2,53,1,3,7.0,type2,1.0,3,-0.9612,0.7075,2.0,4,8,3
847,EID_1794,0,55.0,3,1,Springfield,Sales,Behavioral,18.0,2,22,0,2,10.0,type3,1.0,5,0.7516,-0.4537,2.0,2,8,3
849,EID_2114,0,63.0,4,0,Springfield,Logistics,Behavioral,24.0,3,65,1,1,8.0,type3,3.0,3,-0.1048,0.7075,2.0,2,8,3
850,EID_21125,1,30.0,1,0,Springfield,Purchasing,Analytical,8.0,3,38,1,1,8.0,type2,1.0,3,0.7516,0.7075,2.0,1,7,3
858,EID_10398,1,35.0,3,0,Lebanon,IT,Analytical,12.0,4,70,1,3,9.0,type2,3.0,3,-0.1048,1.8688,2.0,3,5,2
859,EID_20635,1,28.0,4,0,Franklin,Accounting and Finance,Behavioral,5.0,1,26,1,5,9.0,type2,4.0,3,0.7516,-0.4537,2.0,1,8,3
862,EID_12770,1,33.0,2,1,Clinton,Purchasing,Conceptual,11.0,1,70,2,5,7.0,type3,1.0,4,-1.8176,-0.4537,2.0,3,6,3
867,EID_6145,0,53.0,5,0,Springfield,IT,Analytical,24.0,4,54,0,3,8.0,type2,3.0,3,-1.8176,0.7075,3.0,3,7,5
870,EID_8399,0,44.0,1,0,Lebanon,Operarions,Directive,8.0,1,20,2,1,9.0,type3,1.0,2,0.7516,0.7075,2.0,3,6,4
872,EID_20575,1,32.0,3,1,Franklin,IT,Behavioral,6.0,1,41,0,3,8.0,type2,4.0,2,,0.7075,2.0,3,8,4
873,EID_20747,1,28.0,5,1,Springfield,Operarions,Behavioral,6.0,2,37,1,3,8.0,type3,2.0,2,1.6081,-0.4537,2.0,5,8,3
876,EID_4442,0,57.0,3,1,Franklin,Purchasing,Behavioral,29.0,4,28,2,4,8.0,type2,2.0,2,0.7516,0.7075,2.0,3,7,3
878,EID_16055,1,,4,1,Lebanon,Sales,Conceptual,4.0,4,74,1,3,9.0,type2,1.0,2,-0.1048,-0.4537,2.0,2,6,2
880,EID_17499,1,24.0,3,0,Springfield,R&D,Directive,5.0,1,69,0,4,9.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,7,4
881,EID_1222,1,58.0,4,0,Springfield,Sales,Behavioral,22.0,1,72,1,2,8.0,type2,1.0,3,1.6081,-0.4537,3.0,3,8,5
882,EID_17204,0,23.0,1,0,Franklin,Accounting and Finance,Directive,4.0,1,54,0,1,7.0,type4,1.0,3,0.7516,0.7075,3.0,4,8,3
884,EID_8539,0,65.0,4,1,Springfield,IT,Analytical,29.0,2,72,2,1,8.0,type2,1.0,2,-1.8176,-0.4537,2.0,2,7,4
885,EID_23136,1,47.0,4,1,Lebanon,R&D,Directive,18.0,4,38,0,3,8.0,type2,3.0,3,-0.9612,0.7075,2.0,3,6,5
886,EID_24470,0,22.0,5,1,Franklin,Accounting and Finance,Directive,3.0,3,58,0,3,9.0,type2,1.0,1,-0.1048,-0.4537,1.0,3,7,3
889,EID_19495,0,35.0,4,1,Lebanon,R&D,Analytical,6.0,2,33,2,5,8.0,type3,1.0,3,-0.1048,-0.4537,2.0,2,8,1
892,EID_7374,1,65.0,3,0,Washington,IT,Directive,33.0,2,60,1,3,7.0,type2,2.0,3,0.7516,0.7075,3.0,2,8,2
893,EID_25441,0,27.0,1,0,Springfield,Operarions,Directive,4.0,4,66,1,2,8.0,type3,2.0,3,-0.1048,-0.4537,1.0,3,8,3
896,EID_4217,1,53.0,4,0,Springfield,Human Resource Management,Analytical,17.0,4,57,1,3,7.0,type2,2.0,2,-0.1048,-2.7762,1.0,1,5,3
897,EID_9968,1,41.0,3,1,Lebanon,Accounting and Finance,Behavioral,2.0,2,21,1,2,8.0,type3,3.0,3,-0.9612,-0.4537,2.0,3,7,3
900,EID_24002,1,54.0,1,0,Lebanon,Logistics,Behavioral,28.0,1,59,1,1,7.0,type3,1.0,3,0.7516,-2.7762,2.0,4,6,3
902,EID_11096,1,33.0,3,0,Washington,Security,Analytical,7.0,2,43,0,3,10.0,type3,4.0,4,0.7516,-0.4537,2.0,3,8,5
908,EID_4723,1,48.0,1,1,Springfield,Operarions,Conceptual,15.0,1,30,1,2,9.0,type3,2.0,3,0.7516,-0.4537,2.0,3,9,3
915,EID_1385,1,56.0,3,1,Springfield,IT,Analytical,31.0,1,74,2,4,8.0,type2,5.0,3,0.7516,-0.4537,2.0,1,8,3
917,EID_1023,0,59.0,3,1,Franklin,Security,Conceptual,21.0,1,48,1,3,8.0,type4,1.0,4,0.7516,0.7075,2.0,4,5,3
918,EID_8959,1,43.0,1,0,Clinton,Purchasing,Behavioral,4.0,2,42,1,3,7.0,type3,3.0,4,-0.9612,-0.4537,1.0,3,6,3
923,EID_15875,0,24.0,4,1,Clinton,Sales,Behavioral,5.0,2,22,1,3,9.0,type2,2.0,3,,-0.4537,2.0,3,5,3
926,EID_23825,1,,3,1,Lebanon,Human Resource Management,Directive,3.0,2,42,1,3,9.0,type2,4.0,3,1.6081,0.7075,2.0,5,8,3
927,EID_13001,1,32.0,1,1,Lebanon,R&D,Conceptual,9.0,1,67,1,2,7.0,type1,1.0,3,0.7516,0.7075,3.0,2,5,3
928,EID_25601,0,45.0,5,0,Lebanon,Purchasing,Behavioral,22.0,3,59,1,1,9.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,5,3
929,EID_24670,0,,5,0,Lebanon,R&D,Analytical,5.0,4,57,1,3,7.0,type2,2.0,4,-0.1048,-0.4537,2.0,2,8,3
932,EID_21138,1,60.0,4,1,Franklin,IT,Directive,28.0,3,43,0,5,8.0,type3,2.0,4,0.7516,-0.4537,2.0,3,5,2
933,EID_19335,0,20.0,3,1,Springfield,Logistics,Analytical,1.0,1,31,1,3,7.0,type4,4.0,3,0.7516,-1.615,2.0,2,7,4
934,EID_16753,0,27.0,3,0,Franklin,Operarions,Conceptual,4.0,4,45,2,1,8.0,type2,1.0,3,-0.1048,-2.7762,2.0,4,8,3
935,EID_24399,1,28.0,3,0,Springfield,IT,Behavioral,5.0,4,20,0,4,8.0,type3,4.0,1,0.7516,-1.615,2.0,3,8,2
936,EID_12567,0,38.0,3,1,Lebanon,Human Resource Management,Directive,15.0,2,68,1,4,9.0,type2,4.0,4,0.7516,0.7075,2.0,3,6,4
938,EID_12609,0,38.0,1,0,Clinton,Accounting and Finance,Directive,10.0,2,35,2,2,7.0,type4,1.0,3,0.7516,0.7075,2.0,1,6,4
939,EID_22249,1,19.0,1,1,Springfield,IT,Analytical,0.0,0,32,0,3,9.0,type3,3.0,4,0.7516,-0.4537,2.0,4,6,5
942,EID_22507,1,54.0,4,1,Franklin,Sales,Directive,30.0,1,21,1,1,8.0,type2,1.0,4,-0.9612,0.7075,1.0,2,6,3
944,EID_10098,1,40.0,2,1,Washington,Logistics,Behavioral,18.0,1,42,1,5,9.0,type3,3.0,4,0.7516,-0.4537,2.0,1,7,2
947,EID_3512,0,50.0,4,1,Franklin,IT,Behavioral,28.0,2,25,1,3,8.0,type2,4.0,3,-0.1048,-0.4537,2.0,3,7,4
949,EID_9813,0,,3,1,Washington,Operarions,Conceptual,20.0,4,44,0,1,8.0,type3,2.0,3,0.7516,-0.4537,2.0,4,7,3
951,EID_5613,1,,3,1,Springfield,Sales,Directive,13.0,2,39,1,2,8.0,type2,4.0,3,0.7516,-0.4537,2.0,3,5,3
952,EID_14062,1,25.0,3,1,Lebanon,Sales,Directive,6.0,1,30,0,3,9.0,type3,3.0,3,-1.8176,-1.615,2.0,2,8,3
959,EID_6764,0,52.0,4,0,Franklin,R&D,Behavioral,26.0,4,20,1,3,7.0,type2,2.0,3,0.7516,0.7075,2.0,2,7,3
964,EID_11186,1,33.0,4,0,Franklin,IT,Conceptual,4.0,3,47,0,3,8.0,type2,1.0,4,-0.9612,-1.615,2.0,1,9,3
965,EID_7476,1,42.0,3,1,Clinton,Sales,Analytical,9.0,1,48,1,2,9.0,type2,1.0,3,-1.8176,1.8688,2.0,2,7,3
966,EID_19671,1,25.0,1,1,Springfield,Sales,Directive,6.0,3,46,0,3,7.0,type2,1.0,4,0.7516,-0.4537,2.0,1,8,4
969,EID_6668,0,52.0,4,1,Lebanon,R&D,Directive,25.0,4,46,1,1,7.0,type3,3.0,2,0.7516,0.7075,,2,8,4
970,EID_13786,0,30.0,2,1,Springfield,R&D,Behavioral,8.0,3,55,1,4,7.0,type4,2.0,4,0.7516,-0.4537,2.0,3,7,3
975,EID_1649,1,60.0,4,1,Clinton,Accounting and Finance,Behavioral,23.0,4,66,1,2,7.0,type2,4.0,3,0.7516,0.7075,3.0,5,8,3
976,EID_20878,0,32.0,2,1,Lebanon,Sales,Conceptual,,1,61,0,3,8.0,type0,1.0,3,0.7516,0.7075,2.0,3,7,4
977,EID_3790,1,50.0,4,0,Washington,Sales,Conceptual,13.0,1,34,0,3,7.0,type3,1.0,3,-0.1048,1.8688,,2,8,3
981,EID_1198,1,58.0,3,0,Lebanon,Sales,Behavioral,34.0,4,43,1,1,9.0,type3,1.0,3,0.7516,-0.4537,2.0,3,6,3
986,EID_17319,1,23.0,4,1,Washington,R&D,Analytical,4.0,4,56,0,1,7.0,type1,1.0,4,0.7516,-0.4537,,4,8,5
988,EID_23350,0,27.0,3,0,Washington,Sales,Conceptual,4.0,4,65,2,5,8.0,type2,1.0,3,0.7516,0.7075,2.0,4,9,3
989,EID_16278,1,24.0,3,1,Springfield,Accounting and Finance,Conceptual,5.0,3,22,1,2,8.0,type2,1.0,3,,0.7075,3.0,5,8,3
990,EID_3330,1,59.0,3,0,Springfield,IT,Behavioral,36.0,4,23,1,2,10.0,type3,4.0,3,1.6081,0.7075,1.0,2,5,3
993,EID_15007,0,24.0,2,1,Lebanon,IT,Directive,5.0,3,59,1,2,9.0,type3,2.0,2,0.7516,0.7075,2.0,3,7,2
997,EID_21588,1,32.0,3,0,Franklin,Quality,Behavioral,6.0,3,60,1,2,7.0,type2,1.0,3,1.6081,-0.4537,2.0,4,8,4
998,EID_13717,0,,3,1,Springfield,IT,Directive,,2,72,1,4,8.0,type3,2.0,1,0.7516,-1.615,3.0,4,5,3
1001,EID_5730,1,,4,1,Springfield,Sales,Behavioral,25.0,4,38,1,2,9.0,type2,3.0,1,0.7516,0.7075,2.0,2,7,5
1002,EID_23968,1,22.0,4,0,Washington,Human Resource Management,Behavioral,3.0,2,34,1,3,8.0,type3,1.0,4,-0.1048,0.7075,2.0,3,6,5
1003,EID_4299,0,48.0,4,0,Franklin,Logistics,Behavioral,24.0,4,34,0,1,8.0,type3,4.0,3,-0.9612,-0.4537,1.0,3,6,3
1005,EID_6974,1,52.0,3,0,Washington,Operarions,Behavioral,29.0,3,59,0,1,9.0,type2,1.0,2,1.6081,0.7075,2.0,3,7,4
1006,EID_4829,1,56.0,3,1,Springfield,Purchasing,Analytical,18.0,1,56,1,3,9.0,type2,4.0,1,,-2.7762,2.0,3,5,5
1007,EID_21139,1,60.0,3,0,Washington,Logistics,Analytical,30.0,2,68,1,5,7.0,type2,4.0,3,,0.7075,2.0,4,9,5
1008,EID_23456,1,45.0,1,1,Lebanon,Logistics,Analytical,19.0,1,63,1,3,8.0,type2,2.0,3,-0.9612,-1.615,,2,6,2
1009,EID_20110,1,42.0,4,1,Franklin,Sales,Behavioral,4.0,3,27,2,2,9.0,type3,2.0,3,0.7516,1.8688,2.0,2,9,3
1016,EID_8859,0,43.0,2,1,Springfield,Marketing,Behavioral,20.0,3,36,1,3,10.0,type2,2.0,4,0.7516,-0.4537,2.0,4,8,3
1017,EID_24277,1,42.0,3,1,Franklin,Logistics,Analytical,6.0,1,68,1,1,7.0,type3,1.0,4,0.7516,-0.4537,2.0,3,8,3
1020,EID_4820,0,56.0,1,1,Franklin,Security,Directive,17.0,3,45,1,2,8.0,type4,3.0,3,,0.7075,2.0,2,6,1
1024,EID_6203,1,48.0,4,1,Clinton,Sales,Analytical,23.0,1,34,2,2,7.0,type2,2.0,3,0.7516,-0.4537,,2,8,4
1027,EID_21725,1,22.0,3,1,Franklin,Purchasing,Conceptual,3.0,1,39,0,4,9.0,type3,2.0,3,-0.1048,-1.615,,2,7,3
1030,EID_6591,0,48.0,3,0,Springfield,Sales,Conceptual,11.0,4,23,1,2,9.0,type2,1.0,3,,-0.4537,1.0,1,6,3
1031,EID_21056,1,54.0,4,1,Lebanon,Operarions,Behavioral,18.0,2,71,1,3,8.0,type3,1.0,3,1.6081,0.7075,2.0,2,5,5
1036,EID_15655,0,23.0,5,0,Springfield,IT,Behavioral,4.0,4,45,0,5,9.0,type3,4.0,3,0.7516,0.7075,1.0,2,5,3
1039,EID_6418,0,53.0,3,1,Washington,R&D,Analytical,29.0,2,27,1,5,8.0,type3,4.0,3,-0.1048,0.7075,1.0,4,9,3
1041,EID_5420,1,50.0,4,0,Washington,IT,Behavioral,11.0,1,64,0,5,7.0,type2,1.0,4,-0.9612,0.7075,2.0,3,8,2
1044,EID_1901,1,59.0,3,1,Lebanon,R&D,Conceptual,25.0,1,53,1,2,8.0,type2,1.0,4,0.7516,-0.4537,2.0,2,8,5
1047,EID_1282,1,61.0,3,0,Springfield,Sales,Conceptual,22.0,3,28,0,2,8.0,type2,2.0,3,-0.1048,-0.4537,1.0,4,8,3
1049,EID_13677,1,35.0,2,0,Lebanon,Operarions,Behavioral,13.0,1,64,1,5,7.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,6,3
1051,EID_14425,1,29.0,3,0,Franklin,Logistics,Analytical,5.0,3,50,1,3,8.0,type1,1.0,3,0.7516,0.7075,3.0,3,7,3
1053,EID_20203,0,26.0,3,1,Springfield,IT,Conceptual,3.0,2,37,0,2,7.0,type2,3.0,3,0.7516,0.7075,2.0,2,7,4
1055,EID_1947,1,55.0,3,0,Franklin,Logistics,Conceptual,25.0,4,22,0,3,7.0,type3,2.0,3,0.7516,0.7075,2.0,2,8,3
1060,EID_8769,0,62.0,4,0,Franklin,Human Resource Management,Directive,34.0,1,27,0,3,7.0,type3,1.0,4,0.7516,0.7075,2.0,2,6,3
1061,EID_25191,0,22.0,3,1,Lebanon,IT,Analytical,3.0,3,22,1,3,8.0,type2,3.0,3,-1.8176,-0.4537,1.0,4,8,4
1064,EID_11406,0,,3,0,Franklin,Accounting and Finance,Behavioral,4.0,2,35,2,3,9.0,type2,3.0,3,0.7516,0.7075,,3,8,3
1065,EID_17629,1,23.0,3,1,Franklin,R&D,Conceptual,4.0,2,62,2,3,8.0,type3,1.0,4,0.7516,-0.4537,2.0,4,8,5
1066,EID_4632,1,64.0,2,1,Lebanon,Sales,Directive,34.0,3,58,2,2,10.0,type2,3.0,3,-0.1048,0.7075,1.0,2,8,5
1068,EID_23077,0,30.0,4,0,Washington,Marketing,Directive,7.0,1,60,0,3,8.0,type3,3.0,3,0.7516,-0.4537,,1,6,1
1069,EID_25024,0,35.0,1,0,Lebanon,IT,Conceptual,12.0,3,61,1,2,9.0,type2,1.0,3,-0.9612,-2.7762,1.0,4,8,3
1070,EID_6269,0,48.0,4,1,Springfield,Operarions,Analytical,10.0,2,54,1,2,8.0,type2,2.0,4,-0.9612,0.7075,2.0,2,5,3
1073,EID_9030,1,60.0,3,1,Clinton,Operarions,Conceptual,22.0,4,69,0,2,9.0,type2,4.0,4,0.7516,-0.4537,3.0,3,7,3
1075,EID_12041,1,35.0,3,1,Franklin,IT,Behavioral,8.0,2,38,1,5,7.0,type2,4.0,4,-0.1048,-0.4537,2.0,3,8,3
1076,EID_2019,0,55.0,3,0,Franklin,Purchasing,Directive,24.0,4,27,1,2,8.0,type3,3.0,3,0.7516,0.7075,,3,8,5
1087,EID_16088,1,23.0,3,1,Franklin,IT,Analytical,4.0,4,40,1,3,8.0,type3,1.0,2,0.7516,-2.7762,1.0,3,5,4
1091,EID_13708,0,30.0,4,0,Washington,Logistics,Directive,6.0,4,57,1,2,9.0,type2,2.0,3,-0.1048,-0.4537,2.0,2,7,3
1096,EID_21028,1,54.0,3,1,Lebanon,Purchasing,Directive,19.0,3,57,0,1,7.0,type3,3.0,3,0.7516,-2.7762,3.0,5,8,3
1097,EID_3485,1,50.0,2,1,Franklin,Logistics,Analytical,25.0,2,28,1,4,7.0,type3,4.0,3,-0.9612,-0.4537,3.0,3,5,3
1098,EID_23372,1,52.0,1,1,Lebanon,Logistics,Directive,26.0,4,44,1,5,8.0,type0,3.0,3,0.7516,-0.4537,2.0,3,6,3
1104,EID_23606,1,45.0,1,1,Franklin,R&D,Behavioral,12.0,4,46,1,2,9.0,type3,,2,-0.9612,0.7075,2.0,1,8,2
1107,EID_1603,1,65.0,4,1,Lebanon,Logistics,Analytical,42.0,2,68,0,5,8.0,type2,4.0,3,-1.8176,0.7075,1.0,4,8,3
1110,EID_22456,0,19.0,3,0,Washington,IT,Analytical,,0,60,1,4,10.0,type2,4.0,4,0.7516,0.7075,2.0,3,6,4
1112,EID_10811,1,34.0,2,0,Lebanon,Sales,Conceptual,12.0,2,20,2,2,8.0,type2,3.0,4,0.7516,-1.615,2.0,2,8,3
1115,EID_10878,1,42.0,4,0,Franklin,Quality,Behavioral,8.0,2,33,1,4,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,6,4
1117,EID_11988,1,39.0,2,1,Washington,Marketing,Directive,11.0,4,64,0,3,9.0,type2,3.0,3,0.7516,-0.4537,2.0,4,7,3
1118,EID_11378,1,37.0,3,0,Lebanon,Purchasing,Directive,10.0,4,65,0,4,8.0,type2,4.0,4,0.7516,-0.4537,2.0,1,5,3
1120,EID_17323,0,22.0,5,1,Lebanon,Purchasing,Conceptual,3.0,2,61,2,3,10.0,type2,2.0,4,1.6081,0.7075,2.0,4,7,3
1123,EID_20395,1,19.0,2,1,Clinton,Sales,Analytical,0.0,0,33,1,3,8.0,type3,3.0,3,,-2.7762,2.0,3,7,3
1124,EID_18262,1,22.0,4,1,Lebanon,Logistics,Behavioral,3.0,1,26,1,4,7.0,type3,1.0,2,1.6081,-0.4537,2.0,1,7,1
1126,EID_12880,1,35.0,3,1,Lebanon,Purchasing,Directive,8.0,3,54,1,2,8.0,type3,3.0,4,0.7516,-0.4537,2.0,4,8,3
1128,EID_23014,1,26.0,2,0,Lebanon,Quality,Analytical,2.0,2,29,0,4,8.0,type2,3.0,3,-1.8176,-0.4537,3.0,2,8,3
1130,EID_3232,1,,3,1,Lebanon,Logistics,Conceptual,19.0,4,27,1,3,8.0,type3,2.0,2,0.7516,0.7075,2.0,1,7,3
1131,EID_22327,1,28.0,4,0,Washington,Sales,Analytical,4.0,4,35,1,3,8.0,type2,1.0,3,,-1.615,1.0,3,6,4
1134,EID_4443,0,52.0,4,1,Springfield,Security,Conceptual,29.0,4,33,2,3,7.0,type2,1.0,3,1.6081,1.8688,2.0,3,6,5
1136,EID_8106,0,40.0,3,0,Springfield,R&D,Conceptual,12.0,2,74,2,2,9.0,type2,2.0,2,-0.9612,0.7075,2.0,2,9,3
1137,EID_13958,1,35.0,4,1,Springfield,Operarions,Conceptual,11.0,1,60,1,1,7.0,type3,2.0,3,-0.9612,0.7075,2.0,2,8,4
1138,EID_10214,0,45.0,2,1,Franklin,Sales,Behavioral,16.0,2,71,0,4,8.0,type1,2.0,2,-0.1048,-0.4537,2.0,2,7,3
1141,EID_23453,1,32.0,2,1,Franklin,IT,Behavioral,7.0,4,60,2,4,8.0,type3,2.0,3,-0.1048,0.7075,2.0,5,6,3
1142,EID_1477,0,,4,0,Lebanon,R&D,Conceptual,21.0,4,57,1,3,9.0,type4,4.0,3,-0.9612,-0.4537,2.0,3,6,4
1143,EID_20224,1,19.0,4,1,Clinton,Human Resource Management,Analytical,0.0,0,62,1,3,8.0,type4,1.0,1,1.6081,-1.615,2.0,4,5,3
1148,EID_7184,0,65.0,4,0,Lebanon,R&D,Conceptual,32.0,1,56,1,2,9.0,type3,2.0,2,0.7516,-0.4537,2.0,3,8,3
1154,EID_17928,1,24.0,3,1,Springfield,Human Resource Management,Conceptual,5.0,4,23,1,3,10.0,type3,4.0,2,0.7516,-0.4537,2.0,3,8,1
1155,EID_25613,0,45.0,3,1,Clinton,Operarions,Directive,7.0,2,50,1,2,8.0,type2,2.0,4,-0.1048,0.7075,3.0,2,7,4
1156,EID_23787,1,42.0,1,1,Clinton,Logistics,Analytical,3.0,2,54,2,4,8.0,type2,1.0,3,-0.1048,0.7075,2.0,2,8,3
1159,EID_9810,1,58.0,3,1,Lebanon,Sales,Conceptual,34.0,1,71,1,3,8.0,type3,4.0,3,0.7516,0.7075,3.0,3,5,3
1161,EID_20937,1,,4,1,Franklin,IT,Behavioral,3.0,3,68,2,2,9.0,type3,4.0,3,-0.9612,-1.615,2.0,2,6,3
1162,EID_7827,1,50.0,4,0,Lebanon,Purchasing,Analytical,12.0,1,61,2,4,7.0,type3,1.0,3,0.7516,0.7075,,2,8,2
1168,EID_11687,1,32.0,3,0,Springfield,Sales,Behavioral,8.0,2,44,1,5,8.0,type2,3.0,1,,-1.615,3.0,4,7,3
1172,EID_24386,0,35.0,3,1,Washington,Accounting and Finance,Directive,8.0,4,74,1,2,9.0,type2,3.0,3,-0.1048,0.7075,2.0,2,8,5
1174,EID_7842,1,50.0,3,1,Springfield,Logistics,Directive,15.0,1,68,1,4,8.0,type3,2.0,3,-1.8176,0.7075,,2,8,3
1177,EID_9872,1,41.0,4,1,Washington,Logistics,Behavioral,11.0,3,47,0,5,10.0,type3,4.0,3,-0.1048,0.7075,2.0,3,8,3
1179,EID_19685,1,37.0,4,0,Springfield,IT,Behavioral,12.0,3,65,0,3,8.0,type3,3.0,5,-0.9612,0.7075,2.0,2,8,3
1181,EID_25681,0,25.0,4,0,Springfield,IT,Analytical,6.0,4,57,1,2,8.0,type2,2.0,1,-0.9612,-0.4537,2.0,3,8,5
1182,EID_20151,1,28.0,4,1,Lebanon,Accounting and Finance,Conceptual,4.0,3,42,1,4,9.0,type2,2.0,3,-0.9612,-0.4537,2.0,1,8,3
1186,EID_14984,0,30.0,4,1,Lebanon,Marketing,Analytical,7.0,2,33,2,4,8.0,type4,1.0,3,0.7516,-0.4537,1.0,3,8,3
1187,EID_8177,1,62.0,4,0,Springfield,Operarions,Behavioral,24.0,1,49,1,2,8.0,type2,1.0,1,-0.9612,-2.7762,2.0,3,5,3
1189,EID_24812,0,19.0,4,1,Springfield,Sales,Analytical,0.0,0,59,0,3,7.0,type2,3.0,4,-1.8176,-2.7762,2.0,2,7,3
1192,EID_16194,0,29.0,4,0,Lebanon,Purchasing,Analytical,7.0,4,50,1,4,7.0,type3,4.0,5,-0.1048,-0.4537,,3,5,3
1195,EID_15387,1,27.0,5,0,Washington,Production,Conceptual,4.0,2,53,1,3,9.0,type2,4.0,3,0.7516,-1.615,2.0,2,8,5
1196,EID_19419,1,26.0,4,1,Springfield,Logistics,Analytical,2.0,2,64,2,3,8.0,type2,2.0,5,-1.8176,-0.4537,2.0,3,7,3
1205,EID_4111,1,53.0,4,0,Franklin,Purchasing,Analytical,22.0,4,57,1,3,8.0,type1,1.0,2,0.7516,-0.4537,1.0,2,8,3
1206,EID_4284,1,49.0,4,1,Washington,IT,Behavioral,15.0,2,50,2,4,9.0,type2,4.0,3,0.7516,0.7075,3.0,1,8,2
1208,EID_14871,0,24.0,4,1,Washington,Sales,Analytical,5.0,4,36,1,3,7.0,type2,3.0,3,-0.1048,1.8688,3.0,3,8,3
1209,EID_18152,0,21.0,5,1,Franklin,Logistics,Conceptual,2.0,2,63,1,1,8.0,type3,1.0,2,,-0.4537,2.0,3,5,3
1210,EID_12520,1,33.0,4,1,Franklin,R&D,Analytical,8.0,1,39,1,1,8.0,type0,1.0,4,-1.8176,-0.4537,1.0,3,6,3
1211,EID_4739,1,57.0,3,0,Clinton,Sales,Directive,27.0,1,63,1,2,9.0,type2,2.0,2,0.7516,-1.615,2.0,4,8,1
